Date,Precipitation,State
1968,5.8,Vermont
1969,6.22,Vermont
1970,2.71,Vermont
1971,3.92,Vermont
1972,5.75,Vermont
1973,3.47,Vermont
1974,4.34,Vermont
1975,4.63,Vermont
1976,2.22,Vermont
1977,4.49,Vermont
1978,1.79,Vermont
1979,3.64,Vermont
1980,3.78,Vermont
1981,2.5,Vermont
1982,4.13,Vermont
1983,7.36,Vermont
1984,3.6,Vermont
1985,4.7,Vermont
1986,4.25,Vermont
1987,3.14,Vermont
1988,5.86,Vermont
1989,4.29,Vermont
1990,3.71,Vermont
1991,2.66,Vermont
1992,4.52,Vermont
1993,3.5,Vermont
1994,3.13,Vermont
1995,4.41,Vermont
1996,3.41,Vermont
1997,5.14,Vermont
1998,2.9,Vermont
1999,3.23,Vermont
2000,3.19,Vermont
2001,2.5,Vermont
2002,4.76,Vermont
2003,4.68,Vermont
2004,3.59,Vermont
2005,5.52,Vermont
2006,3.02,Vermont
2007,4.73,Vermont
2008,2.85,Vermont
2009,4.03,Vermont
2010,3.17,Vermont
2011,2.06,Vermont
2012,1.13,Vermont
2013,3.88,Vermont
2014,2.55,Vermont
2015,1.81,Vermont
2016,2.78,Vermont
2017,2.19,Vermont
2018,6.33,Vermont
2019,3.98,Vermont
2020,2.91,Vermont
2021,3.31,Vermont
2022,3.6,Vermont
1895,3.35,Washington
1896,11.03,Washington
1897,11.32,Washington
1898,5.85,Washington
1899,9.59,Washington
1900,4.8,Washington
1901,7.85,Washington
1902,9.13,Washington
1903,9.83,Washington
1904,6.79,Washington
1905,3.38,Washington
1906,9.71,Washington
1907,6.12,Washington
1908,4.24,Washington
1909,12.87,Washington
1910,9.22,Washington
1911,6.93,Washington
1912,6.41,Washington
1913,6.8,Washington
1914,6.11,Washington
1915,7.95,Washington
1916,5.15,Washington
1917,3.64,Washington
1918,4.91,Washington
1919,5.71,Washington
1920,5.21,Washington
1921,9.1,Washington
1922,2.08,Washington
1923,3.45,Washington
1924,6.67,Washington
1925,4.23,Washington
1926,7.04,Washington
1927,8.95,Washington
1928,3.55,Washington
1929,0.85,Washington
1930,3.05,Washington
1931,5.26,Washington
1932,9.83,Washington
1933,3.41,Washington
1934,8.21,Washington
1935,2.6,Washington
1936,0.67,Washington
1937,9.81,Washington
1938,4.42,Washington
1939,2.97,Washington
1940,4.73,Washington
1941,5.02,Washington
1942,8.75,Washington
1943,2.19,Washington
1944,5.67,Washington
1945,7.83,Washington
1946,6.29,Washington
1947,4.28,Washington
1948,7.84,Washington
1949,7.63,Washington
1950,7.39,Washington
1951,5.86,Washington
1952,1.44,Washington
1953,6.11,Washington
1954,6.88,Washington
1955,8.99,Washington
1956,2.31,Washington
1957,3.22,Washington
1958,9.12,Washington
1959,6.36,Washington
1960,8.33,Washington
1961,4.75,Washington
1962,8.59,Washington
1963,7.56,Washington
1964,6.55,Washington
1965,5.53,Washington
1966,6.25,Washington
1967,3.32,Washington
1968,6.33,Washington
1969,2.74,Washington
1970,5.81,Washington
1971,5.75,Washington
1972,4.12,Washington
1973,9.91,Washington
1974,6.21,Washington
1975,7.01,Washington
1976,1.61,Washington
1977,7.33,Washington
1978,4.4,Washington
1979,2.69,Washington
1980,7.54,Washington
1981,4.98,Washington
1982,4.98,Washington
1983,11.2,Washington
1984,9.01,Washington
1985,4.59,Washington
1986,7.66,Washington
1987,3.37,Washington
1988,8.75,Washington
1989,6.21,Washington
1990,9.46,Washington
1991,7.6,Washington
1992,6.07,Washington
1993,2.35,Washington
1994,7.19,Washington
1995,11.13,Washington
1996,6.95,Washington
1997,4.34,Washington
1998,10.04,Washington
1999,8.24,Washington
2000,3.02,Washington
2001,7.67,Washington
2002,3.8,Washington
2003,6.3,Washington
2004,3.79,Washington
2005,5.48,Washington
2006,13.51,Washington
2007,3.97,Washington
2008,6.84,Washington
2009,7.93,Washington
2010,5.78,Washington
2011,6.1,Washington
2012,7.31,Washington
2013,4.03,Washington
2014,6.1,Washington
2015,7.02,Washington
2016,6.87,Washington
2017,8.86,Washington
2018,5.21,Washington
2019,1.85,Washington
2020,6.4,Washington
2021,9.22,Washington
2022,6.1,Washington
1895,1.46,Wisconsin
1896,2.96,Wisconsin
1897,1.24,Wisconsin
1898,1.53,Wisconsin
1899,0.98,Wisconsin
1900,1.36,Wisconsin
1901,0.89,Wisconsin
1902,2.72,Wisconsin
1903,0.96,Wisconsin
1904,0.23,Wisconsin
1905,1.94,Wisconsin
1906,2.99,Wisconsin
1907,1.15,Wisconsin
1908,1.57,Wisconsin
1909,3.82,Wisconsin
1910,1.19,Wisconsin
1911,2.54,Wisconsin
1912,0.87,Wisconsin
1913,1.49,Wisconsin
1914,1.01,Wisconsin
1915,3.23,Wisconsin
1916,1.7,Wisconsin
1917,0.3,Wisconsin
1918,2.25,Wisconsin
1919,3.11,Wisconsin
1920,2.3,Wisconsin
1921,1.28,Wisconsin
1922,3.27,Wisconsin
1923,0.74,Wisconsin
1924,1.59,Wisconsin
1925,1.01,Wisconsin
1926,2.75,Wisconsin
1927,2.45,Wisconsin
1928,1.81,Wisconsin
1929,0.93,Wisconsin
1930,1.34,Wisconsin
1931,4.21,Wisconsin
1932,1.93,Wisconsin
1933,0.8,Wisconsin
1934,4.81,Wisconsin
1935,1.97,Wisconsin
1936,0.96,Wisconsin
1937,1.5,Wisconsin
1938,2.45,Wisconsin
1939,0.34,Wisconsin
1940,3.38,Wisconsin
1941,1.36,Wisconsin
1942,1.87,Wisconsin
1943,1.98,Wisconsin
1944,2.3,Wisconsin
1945,3.53,Wisconsin
1946,2.31,Wisconsin
1947,2.15,Wisconsin
1948,3.22,Wisconsin
1949,1.33,Wisconsin
1950,1.26,Wisconsin
1951,1.9,Wisconsin
1952,1.91,Wisconsin
1953,1.49,Wisconsin
1954,0.91,Wisconsin
1955,1.12,Wisconsin
1956,2.38,Wisconsin
1957,2.91,Wisconsin
1958,1.86,Wisconsin
1959,1.46,Wisconsin
1960,1.99,Wisconsin
1961,2.74,Wisconsin
1962,0.5,Wisconsin
1963,1.54,Wisconsin
1964,2.09,Wisconsin
1965,2.81,Wisconsin
1966,1.17,Wisconsin
1967,0.93,Wisconsin
1968,1.11,Wisconsin
1969,0.95,Wisconsin
1970,2.61,Wisconsin
1971,2.74,Wisconsin
1972,1.61,Wisconsin
1973,1.55,Wisconsin
1974,1.94,Wisconsin
1975,4.04,Wisconsin
1976,0.23,Wisconsin
1977,2.56,Wisconsin
1978,2.27,Wisconsin
1979,2.01,Wisconsin
1980,0.77,Wisconsin
1981,0.89,Wisconsin
1982,3.67,Wisconsin
1983,3.72,Wisconsin
1984,2.2,Wisconsin
1985,4.26,Wisconsin
1986,1.14,Wisconsin
1987,2.88,Wisconsin
1988,3.42,Wisconsin
1989,1.3,Wisconsin
1990,1.26,Wisconsin
1991,5.28,Wisconsin
1992,3.79,Wisconsin
1993,1.78,Wisconsin
1994,2.21,Wisconsin
1995,1.97,Wisconsin
1996,2.28,Wisconsin
1997,0.73,Wisconsin
1998,1.77,Wisconsin
1999,1.25,Wisconsin
2000,2.71,Wisconsin
2001,2.26,Wisconsin
2002,0.39,Wisconsin
2003,3.17,Wisconsin
2004,1.65,Wisconsin
2005,2.92,Wisconsin
2006,1.71,Wisconsin
2007,0.31,Wisconsin
2008,1.28,Wisconsin
2009,0.85,Wisconsin
2010,1.71,Wisconsin
2011,1.95,Wisconsin
2012,1.11,Wisconsin
2013,2.33,Wisconsin
2014,2.03,Wisconsin
2015,3.42,Wisconsin
2016,1.84,Wisconsin
2017,0.91,Wisconsin
2018,1.94,Wisconsin
2019,2.03,Wisconsin
2020,2.06,Wisconsin
2021,1.24,Wisconsin
2022,3.06,Wisconsin
1895,2.88,West Virginia
1896,3.96,West Virginia
1897,4.79,West Virginia
1898,2.82,West Virginia
1899,1.77,West Virginia
1900,5.19,West Virginia
1901,2.64,West Virginia
1902,3.41,West Virginia
1903,2.52,West Virginia
1904,0.98,West Virginia
1905,2.12,West Virginia
1906,2.66,West Virginia
1907,4.04,West Virginia
1908,1.35,West Virginia
1909,1.4,West Virginia
1910,2.07,West Virginia
1911,2.98,West Virginia
1912,2.01,West Virginia
1913,4.6,West Virginia
1914,1.47,West Virginia
1915,3.1,West Virginia
1916,1.75,West Virginia
1917,1.01,West Virginia
1918,1.98,West Virginia
1919,4.51,West Virginia
1920,3.69,West Virginia
1921,6.01,West Virginia
1922,1.19,West Virginia
1923,3.34,West Virginia
1924,2.19,West Virginia
1925,3.67,West Virginia
1926,3.76,West Virginia
1927,4.16,West Virginia
1928,3.33,West Virginia
1929,4.56,West Virginia
1930,1.52,West Virginia
1931,1.67,West Virginia
1932,3.4,West Virginia
1933,1.94,West Virginia
1934,3.65,West Virginia
1935,3.18,West Virginia
1936,2.45,West Virginia
1937,1.64,West Virginia
1938,4.04,West Virginia
1939,1.05,West Virginia
1940,3.21,West Virginia
1941,2.32,West Virginia
1942,3.8,West Virginia
1943,2.11,West Virginia
1944,2.1,West Virginia
1945,5.25,West Virginia
1946,1.66,West Virginia
1947,3.15,West Virginia
1948,4.48,West Virginia
1949,2.63,West Virginia
1950,5.14,West Virginia
1951,4.45,West Virginia
1952,2.81,West Virginia
1953,1.27,West Virginia
1954,2,West Virginia
1955,2.17,West Virginia
1956,1.79,West Virginia
1957,2.48,West Virginia
1958,2.55,West Virginia
1959,4.04,West Virginia
1960,2.05,West Virginia
1961,2.93,West Virginia
1962,4.56,West Virginia
1963,4.44,West Virginia
1964,2.83,West Virginia
1965,1.3,West Virginia
1966,3.38,West Virginia
1967,3.11,West Virginia
1968,3.24,West Virginia
1969,2.43,West Virginia
1970,3.16,West Virginia
1971,2.75,West Virginia
1972,5.26,West Virginia
1973,4.41,West Virginia
1974,2.59,West Virginia
1975,2.3,West Virginia
1976,1.2,West Virginia
1977,3.98,West Virginia
1978,2.75,West Virginia
1979,3.67,West Virginia
1980,3.23,West Virginia
1981,1.43,West Virginia
1982,4.09,West Virginia
1983,4.04,West Virginia
1984,4.22,West Virginia
1985,9.53,West Virginia
1986,5.83,West Virginia
1987,2.86,West Virginia
1988,3.98,West Virginia
1989,3.21,West Virginia
1990,1.9,West Virginia
1991,3.4,West Virginia
1992,3.12,West Virginia
1993,4.03,West Virginia
1994,2.44,West Virginia
1995,3.81,West Virginia
1996,3.96,West Virginia
1997,3.79,West Virginia
1998,1.45,West Virginia
1999,3.38,West Virginia
2000,1.82,West Virginia
2001,1.27,West Virginia
2002,4.13,West Virginia
2003,6.68,West Virginia
2004,3.84,West Virginia
2005,3.88,West Virginia
2006,2.86,West Virginia
2007,3,West Virginia
2008,2.78,West Virginia
2009,1.72,West Virginia
2010,2.85,West Virginia
2011,4.54,West Virginia
2012,0.77,West Virginia
2013,3.4,West Virginia
2014,2.31,West Virginia
2015,2.28,West Virginia
2016,1.87,West Virginia
2017,2.34,West Virginia
2018,4.85,West Virginia
2019,2.59,West Virginia
2020,2.72,West Virginia
2021,1.32,West Virginia
2022,3.56,West Virginia
1895,1.48,Wyoming
1896,2.21,Wyoming
1897,1.43,Wyoming
1898,0.94,Wyoming
1899,0.53,Wyoming
1900,0.9,Wyoming
1901,0.53,Wyoming
1902,0.81,Wyoming
1903,1.23,Wyoming
1904,0.08,Wyoming
1905,0.68,Wyoming
1906,0.95,Wyoming
1907,0.48,Wyoming
1908,0.51,Wyoming
1909,1.65,Wyoming
1910,0.8,Wyoming
1911,1.46,Wyoming
1912,0.53,Wyoming
1913,0.82,Wyoming
1914,0.12,Wyoming
1915,1.14,Wyoming
1916,0.72,Wyoming
1917,0.53,Wyoming
1918,0.76,Wyoming
1919,1.63,Wyoming
1920,0.91,Wyoming
1921,1.47,Wyoming
1922,1.57,Wyoming
1923,0.59,Wyoming
1924,0.92,Wyoming
1925,0.8,Wyoming
1926,1.67,Wyoming
1927,1.95,Wyoming
1928,1.45,Wyoming
1929,1.11,Wyoming
1930,0.67,Wyoming
1931,0.95,Wyoming
1932,0.64,Wyoming
1933,0.58,Wyoming
1934,0.9,Wyoming
1935,0.79,Wyoming
1936,0.65,Wyoming
1937,1.33,Wyoming
1938,1.34,Wyoming
1939,0.02,Wyoming
1940,1.22,Wyoming
1941,0.99,Wyoming
1942,2.4,Wyoming
1943,0.61,Wyoming
1944,1.53,Wyoming
1945,1.22,Wyoming
1946,0.99,Wyoming
1947,1.84,Wyoming
1948,1.39,Wyoming
1949,0.43,Wyoming
1950,1.3,Wyoming
1951,0.58,Wyoming
1952,0.62,Wyoming
1953,0.93,Wyoming
1954,0.46,Wyoming
1955,1.47,Wyoming
1956,1,Wyoming
1957,1.15,Wyoming
1958,1.5,Wyoming
1959,0.63,Wyoming
1960,1.5,Wyoming
1961,0.97,Wyoming
1962,0.72,Wyoming
1963,0.72,Wyoming
1964,1.15,Wyoming
1965,0.84,Wyoming
1966,0.86,Wyoming
1967,1.02,Wyoming
1968,1.05,Wyoming
1969,0.69,Wyoming
1970,1.56,Wyoming
1971,0.87,Wyoming
1972,0.84,Wyoming
1973,1.75,Wyoming
1974,0.57,Wyoming
1975,1.08,Wyoming
1976,0.38,Wyoming
1977,1.22,Wyoming
1978,1.32,Wyoming
1979,0.9,Wyoming
1980,0.84,Wyoming
1981,0.91,Wyoming
1982,0.96,Wyoming
1983,2.32,Wyoming
1984,1,Wyoming
1985,1.96,Wyoming
1986,1.41,Wyoming
1987,1.1,Wyoming
1988,1.49,Wyoming
1989,0.8,Wyoming
1990,1.23,Wyoming
1991,1.63,Wyoming
1992,1.15,Wyoming
1993,1.04,Wyoming
1994,1.3,Wyoming
1995,1.47,Wyoming
1996,1.38,Wyoming
1997,0.55,Wyoming
1998,1.21,Wyoming
1999,0.58,Wyoming
2000,0.99,Wyoming
2001,0.95,Wyoming
2002,0.82,Wyoming
2003,1.14,Wyoming
2004,0.71,Wyoming
2005,1.15,Wyoming
2006,0.88,Wyoming
2007,0.52,Wyoming
2008,0.92,Wyoming
2009,0.34,Wyoming
2010,1.35,Wyoming
2011,1.36,Wyoming
2012,0.87,Wyoming
2013,0.56,Wyoming
2014,1.41,Wyoming
2015,1.09,Wyoming
2016,0.84,Wyoming
2017,1.48,Wyoming
2018,1.31,Wyoming
2019,1.08,Wyoming
2020,0.69,Wyoming
2021,0.54,Wyoming
2022,1.22,Wyoming
